id,name,description
2573,MacAulay of Lewis [default]<br/>[AKA] MacAulay of Lewis,"The MacAulay of Lewis tartan is a rich and storied design, steeped in the proud heritage of a Scottish clan family with its own unique branch on the ancient Highland tree. Registration notes reveal that Dr Phil Smith's 1992 creation represents a distinct MacAulay lineage from the MacAulays of Ardencaple, with subtle adjustments to proportions giving this tartan a distinctive character all its own. Characterised by the reversal of traditional hunting colours, white and red overchecks, this tartan wears its badge of distinction proudly, evoking the rugged landscapes and fierce traditions of the Isle of Lewis and beyond. As an authentic clan tartan, it remains an honour to wear, carrying with it the weight of history and family ties, a testament to the enduring legacy of Scotland's ancient clans."
2574,MacAulay [default]<br/>[AKA] MacAulay of Ardincaple<br/>[AKA] MacAulay Red,"The MacAulay 1880 tartan is an iconic representation of Scottish clan heritage, with its rich, earthy tones evoking the rugged beauty of the Highlands. As the standard clan tartan, it was first published by M'Intyre North in his 1881 Book of the True Highlanders, bearing testament to its significance within the clan's tradition. With a history dating back to at least the late 19th century, this tartan has been woven with pride for generations, its subtle variations and nuances a reflection of the intricate storytelling that lies behind Scottish clan histories. A true gem in the world of Highland textiles, the MacAulay 1880 tartan serves as a powerful symbol of family legacy and cultural identity, a lasting tribute to the history and traditions of Clan MacAulay."
2575,MacAvoy [default],"The McAvoy tartan, designed by James McAvoy himself, is a deeply personal and storied pattern that carries the weight of history and heritage. Originally inspired by a tartan woven for the Berkshire Highlanders Pipe Band, which they ultimately chose not to adopt, this unique design has been expertly adapted by McAvoy to create a distinctive family tartan. As such, it holds great significance for those claiming descent from the original clan or family group, and is steeped in tradition and cultural relevance. With its complex interplay of blues, greens, and yellows, this tartan embodies the rich history and mystique of Scotland's clans, while also being a testament to McAvoy's skill as a weaver and designer, who has carefully preserved the essence of his heritage for future generations."
2576,MacBeams Boy,"The McBeams Boy corporate tartan, designed by Lochcarron of Scotland, is a dynamic and modern interpretation of traditional Scottish weaving. Originally created for the Beams Co. Ltd., a Tokyo-based company with Scottish heritage, this unique tartan defies traditional asymmetry, instead adopting a more contemporary and balanced design. According to its registration notes, the McBeams Boy tartan was crafted by Lochcarron as part of their corporate services, showcasing the blend of modern business and timeless Scottish tradition. As a Corporate tartan, it is intended for use in formal business settings, yet its innovative colour palette and bold pattern make it suitable for a wide range of applications, from bespoke suits to branded accessories, reflecting the fusion of Scotland's rich cultural heritage with Japan's vibrant corporate landscape."
2577,MacBean Dress,"The MacBean Dress tartan is a poignant testament to the rich heritage of Clan MacBean, carefully woven by renowned designer Scarlett MBE, Jamie, in honour of Hughston McBain's wife Kathleen née Keith. Registration notes reveal that this distinctive design pays homage to the Meta MacBean, with subtle yet significant modifications. The introduction of black guards adds depth and dimensionality, while the replacement of a black line on alternate white bands with red injects a pop of vibrant colour, underscoring the strong connection between Kathleen and her family's legacy. As one of the few clan tartans open to public registration, this design embodies the tradition and history of MacBean, its significance amplified by its association with the 21st Chief himself, Hughston McBain."
2578,MacBean Lord Lyon version,"The McBain, Chief tartan is a storied and ancestral design, recorded in Lord Lyon's Register of All Arms and Bearings in Scotland as the family tartan of Clan McBain. Registered by Hughston McBain of McBain, 21st Chief of Clan McBain, on 8th March 1960, this distinctive tartan set apart from its clan brethren by its subtle two-tone blue hues, replaces traditional black to create a unique and dignified visual identity. As the chief's own personal tartan, it serves as a symbol of family honour and heritage, passed down through generations of Mc Bain chiefs and bearing testament to their storied history and traditions. Its registration in the Lord Lyon's Register attests to its authenticity and significance, ensuring that this noble tartan remains an integral part of Clan McBain's identity for years to come."
2579,"MacBean, Meta (Personal)","The MacBean, Meta tartan is a poignant and intimate tribute to love and legacy, woven from the threads of Scottish heritage. Registered as a personal name tartan by its creator Jamie Scarlett MBE, this unique arisaid setting combines elements of the esteemed Lyon MacBain GWR:RWB clan pattern. First introduced in 1972, when it was specifically designed for Jamie's wedding to his beloved Meta, this tartan tells a story of enduring devotion and commitment. Tragically, Meta's life was cut short in 2000, but her memory lives on through this beautiful, distinctive fabric. The subtle differences between the MacBean dress and its namesake variant serve as a poignant reminder that even the most lovingly crafted traditions can evolve over time. This tartan is a testament to the enduring power of love and tradition, and its private nature only adds to its sense of exclusivity and personal significance."
2580,MacBean of Tomatin [default]<br/>[AKA] MacBean of Tomatin,"The MacBean of Tomatin tartan embodies the rich heritage of Clan MacBean, its intricate patterns woven into a tapestry of tradition and pride. With roots dating back to 1872, when it was first described from an ancient piece of tartan cloth found in the house of Tomatin, this tartan has evolved over time to become an integral part of Clan MacBean's identity. Recognised as one of the clan's official tartans by their Chief in 2022, its significance extends beyond mere aesthetics, symbolising a long-standing legacy and honourable tradition. The inclusion of a c.1880-1920 specimen in the esteemed Alexander McBean & Sons, Inverness sample book, now housed in the Inverness Museum, serves as a testament to the tartan's enduring presence in Scottish heritage. This authentic tartan design is a tangible connection to the MacBeans of Tomatin's storied past, proudly worn by those who bear the clan's name and legacy."
2583,MacBeth #3,"MacBeth #3 is a distinctive fashion tartan that holds a fascinating place within Scottish heritage, albeit one forged in American tradition. Originally registered for use on men's shirts, its origins are shrouded in mystery, with only an observation of 199 providing a glimpse into its early history. Despite the absence of a designer credited, this tartan design speaks volumes about Scotland's cultural significance and the enduring appeal of traditional tartan. Its inclusion under the fashion category is testament to the versatility and global reach of Scottish textiles, while restrictions on its use for specific garments or purposes serve as a reminder of the delicate balance between tradition and innovation."
2584,MacBeth Dress,"The MacBeth Dress tartan is a storied and historic design, steeped in Scottish heritage and tradition. Registered by John L Kitt-Hess, President of the Clan MacBeth Society of North America, this tartan holds great significance for the clan that bears its name. As a member of the family category, it was specifically created to reflect the values and identity of the MacBeth clan, with its intricate patterns and subtle colour nuances weaving together to evoke the rich history and culture of Scotland's noble families. While restrictions do apply, limiting its use to those who can demonstrate connection or ancestry to the clan, the MacBeth Dress tartan remains a powerful symbol of Scottish heritage and tradition, inviting wearers to tap into their own roots and celebrate their place within this storied lineage."
2585,MacBeth Dress Dance,"The MacBeth Dress tartan, named after the legendary Thane of Cawdor, is a striking Fashion tartan that embodies the rich heritage of Scotland's sartorial traditions. Designed by Dalgliesh, D C, this distinctive pattern has been prepared for weaving by the esteemed D C Dalgliesh Ltd, ensuring its authentic representation on the loom. Notably, despite being a variation on an existing clan tartan, this design boasts its own unique identity, reflecting the intricate tapestry of Scottish history and culture. As a Fashion tartan, it is suited for garments and accessories that make a bold statement, evoking the regal and mystical associations of Scotland's iconic nobility. However, due to restrictions in place, only those with permission from the registering authority may proceed with weaving this tartan, thereby safeguarding its heritage for future generations to appreciate."
2587,MacBeth [default],"The MacBeth tartan is a richly woven testament to Scotland's storied past, its intricate pattern echoing the bold ambition of the legendary Lord of Dunsinane himself. As one of the most iconic clan tarts, it has been passed down through generations as a symbol of heritage and family ties, evoking the proud traditions of the Highlands. With its striking black background punctuated by alternating reds, blues, and yellows, this tartan is both elegant and unforgiving - much like the complexities of human nature that inspired Shakespeare's timeless masterpiece. Its slight variation, dubbed 'Prince Albert', serves as a poignant reminder that even in the most carefully crafted patterns, nuance can add depth to our understanding of history and tradition."
2588,MacBrair #2,"The McBrayer tartan is a poignant reflection of Scottish heritage, born from a rich history spanning centuries. Originally registered as the MacBrair of Almagill & Netherwood, this distinctive pattern has undergone a transformation, evolving into the esteemed MacBrayer tartan. Notably, May McKerrel's insight suggests that the tartan was initially conceived as a blanket sett, a traditional textile motif characteristic of Scotland's ancient weaving heritage. Its adoption by the MacBrayer clan/family testamentifies the enduring significance of this tartan, symbolising a deep connection to the land, culture and tradition of Scotland."
2589,MacBrair Dress,"The McBrayer Dress tartan is a cherished Clan/Family pattern steeped in Scottish heritage and tradition. Originating from the esteemed McBrair family, this tartan has been woven into the fabric of their history for generations. With its distinctive sett, this blanket pattern tells the story of a bygone era, evoking memories of warmth, comfort, and kinship. Registered in 2007, the McBrayer Dress tartan is a testament to the enduring legacy of this prominent Scottish clan, whose roots run deep through the Highlands. The subtle nuances of its sett, painstakingly documented by Madam May McKerrell's woven sample from Hillhouse in 2007, ensure that this family pattern remains an authentic and poignant connection to Scotland's rich cultural heritage."
2591,MacBrair [default],"The MacBrair Hunting tartan, with its subtle nuances and earthy tones, embodies the rugged spirit of Scotland's ancient clans. This traditional family tartan, dating back to the 1982 registration notes, tells a story of heritage and tradition. Originally woven as a blanket sett, it has been expertly adapted by Madam May McKerrell into its current form. Characterised by its muted blues, greens, and browns, this tartan is said to evoke the natural landscapes of Scotland's Highlands, where hunting was once a vital part of clan life. With no known Irish connections despite the variant spelling, MacBrair Hunting remains an authentic representation of Scottish culture, woven with precision and respect for its storied past."
2592,MacBride [default],"The MacBride tartan, meticulously crafted by renowned designer Harry Lindley for Kinloch Anderson Ltd in 1992, embodies the rich heritage of one of Scotland's most storied clans. This distinctive pattern, officially registered in 2000, is a testament to the dedication of Captain Stuart C MacBride to preserve his family's legacy. Inspired by the MacDonalds' sept tradition, the tartan weaves together a complex narrative of Scottish history and culture, its subtle nuances hinting at the storied past of this ancient clan. As an official Clan tartan, it is a privilege reserved for those bearing the MacBride surname or in favour with the head of the family to wear and display this respected design. With the Ensigns Armorial's official seal emblazoned on its certificate, the MacBride tartan stands as a poignant tribute to the enduring legacy of Scotland's clans."
2593,MacByrd,"The MacByrd tartan is a unique and enigmatic Scottish heritage pattern, steeped in history and mystery. Discovered in 1984 in the Wee Shoppe in Highlands, North Carolina, it is believed to have originated as a personal or family tartan for an American family called Byrd. With no specific designer credited, this tartan design takes on an air of authenticity, its origins rooted firmly in the cultural exchange and migration that shaped Scotland's rich textile traditions. As a Name tartan, MacByrd holds significance for those with Byrd ancestry, serving as a tangible connection to their Scottish heritage and family legacy. Its distinctive colour palette, while not strictly adhering to traditional Scottish motifs, tells its own story of cultural blending and adaptation, reflecting the complex and fascinating history of Scotland's people and textiles."
2594,MacCainsh [default],"The MacCainsh tartan is a timeless representation of Scottish heritage, woven with the rich history of Clan Cainsh family tradition. Originating from the esteemed Lumsden Collection, this authentic tartan pattern has been meticulously crafted to evoke the rugged beauty of Scotland's Highlands. As a Clan tartan, it holds great significance for those bearing the MacCainsh name, serving as a symbol of family honour and identity. With its unique colour scheme and distinct sett, this tartan design is steeped in tradition and steeped in the stories of the past. Its registration as a JCT file ensures that its cultural significance is preserved for generations to come, allowing those who wear it to proudly connect with their ancestral roots."
2596,MacCall [default],"This charming tartan, registered as the MacCall, was carefully crafted to commemorate a special McCall wedding in 2000, a testament to the enduring power of family heritage and tradition. As a Name tartan, it is specifically designed for individuals bearing the name McCall, rather than being an official clan tartan, thus making it accessible to those who proudly bear the name. With its unique sett, this tartan pays homage to Scottish heritage, evoking memories of ancient lochs, heather-clad moors, and the rich cultural history that has been woven into the fabric of the nation. Designed by John C & Margaret MacCall, a masterful blend of colour and texture brings this special tartan to life, a fitting tribute to a McCall family celebration that will be cherished for generations to come."
2597,MacCallie [default],"The McCallie tartan is a testament to the rich heritage of Scotland's clans, reflecting the proud history and tradition of the McCallie family. Registered by Viking Technology Ltd in 1955, this distinctive pattern is a true representation of Scottish craftsmanship, woven with precision and attention to detail. With its specific restrictions limiting it solely to use by the McCallie name, this tartan design is a symbol of family honour and legacy, inviting wearers to proudly claim their ancestry. Woven from carefully selected threads, the McCallie tartan embodies the warmth and resilience of Scotland's ancient clans, evoking a sense of belonging and connection to a storied past that continues to inspire and captivate us today."
2598,MacCallum of Berwick [default]<br/>[AKA] MacCallum of Berwick,"The MacCallum of Berwick tartan is a proud testament to the rich heritage of Scotland's noble clans, woven into existence by the storied family of MacCallums who proudly hail from the historic town of Berwick-upon-Tweed. As a registered Clan tartan, this distinctive design holds significant cultural and historical value, passed down through generations as an emblem of Scottish identity and family legacy. With its unique combination of blues, greens, and golds, reminiscent of the rolling hills and windswept moors of the Scottish Borders, this tartan is steeped in tradition and evokes a sense of history and nobility. Its existence is further authenticated by its registration with the Scottish Tartans Society, ensuring that it remains an authentic and enduring representation of Scotland's rich textile heritage."
2599,MacCallum [default],"The MacCallum tartan is a poignant reminder of Scotland's rich clan heritage, with its complex, dark blue (azure) and black hues evoking the rugged landscapes of Argyllshire. Originally created in an attempt to revive a lost family tradition, this tartan has taken on a life of its own, captivating those who wear it with its unique blend of history and mystery. Registration notes reveal a tale of trial and error, with two competing interpretations - one from the 19th century Tartans Society Register, and another from the more recent recovery of a historic silk sampler - highlighting the challenges faced by families in preserving their cultural legacy. This tartan's story is now part of Scotland's collective heritage, a testament to the enduring power of tradition and community, with its intricate patterns woven into the very fabric of Scottish identity."
2600,"MacCallum High School, Philadelphia","The MacCallum High School tartan is a unique corporate design that proudly represents the Philadelphia institution of the same name. This distinctive tartan was created for use by the school's community, embodying the values and spirit of its students, staff, and alumni. Drawing inspiration from the heritage of Scotland, this tartan weaves together threads from a sample in the prestigious J Rutledge Collection in Belfast and Edinburgh, ensuring an authentic touch to the American setting. As a corporate tartan, its primary purpose is to foster school pride and identity, while also serving as a symbolic connection to the broader cultural traditions that have shaped Scottish history and community."
2601,MacCamley [default],"The McCamley tartan, registered to its eponymous designer Andrew McCamley, embodies the personal heritage of a distinguished Scotsman. This unique Name tartan holds significant sentimental value, having been woven as a wedding gift - a poignant symbol of love and commitment. The intricate patterns and subtle colour nuances weave together to create a visually striking design that reflects the wearer's individuality. With its origins tied to a cherished life event, the McCamley tartan is not only a testament to Andrew McCamley's skill as a weaver but also a treasured family heirloom, passed down through generations of those dear to him."
2602,MacCandlish Green; Arisaid,"The McCandlish Arisaid Green tartan is a poignant celebration of Scottish heritage and family legacy, carefully woven by Stanton Ward Foster McCandlish in 1992. This clan tartan, lovingly crafted with the guidance of J. Charles ""Scotty"" Thompson, tells the story of a storied Borders family's history, forged during the tumultuous Jacobite Risings. The striking design features a bold yellow stripe, evoking the pivotal events that split the McCandlish lineage into distinct McCandlish and McCandless branches, while blue hues evoke the vast expanse of the ocean, home to many members of this diasporic community. The tartan's subtle black ""tram track"" stripes, incrementally widening across its surface, symbolise the global dispersal of the McCandlish name, a testament to the family's enduring spirit and legacy."
2604,MacCandlish Grey; Dress,"The McCandlish Dress Grey tartan is a poignant representation of Scottish heritage, woven with the threads of history and family tradition. Designed by Stanton W F McCandlish in 1992, this Clan tartan pays homage to the Jacobite Risings and the diaspora of the McCandlish and McCandless families across North America and Australia/New Zealand. The subtle nuances of grey tone evoke a sense of gravitas, while the judicious placement of blue, red, and yellow creates a visual narrative that tells the story of a family's journey, bound by their shared Gaelic roots. Notably, this tartan eschews traditional Scottish iconography, opting instead for a contemporary interpretation that celebrates the McCandlish legacy in its own unique way."
2605,MacCandlish Red,"The McCandlish Red tartan is a richly symbolic representation of Scottish heritage, woven by Stanton Ward Foster McCandlish in 1992 with the guidance of J. Charles ""Scotty"" Thompson FSTS. This family tartan, born from the Black Watch and Gordon traditions, tells the story of the McCandlish clan's storied history, particularly their pivotal role in the Jacobite Risings. The tartan's distinctive yellow stripe, paying homage to the ""bright line"" events that split the family into two distinct lines, is complemented by red, echoing the earliest known blazon of the McCandlish name. Deep blue undertones evoke the sea that cradled many a McCandlish family member in the Gaelic diaspora, while the increasing width of the black ""tram track"" stripes represents the tartan's enduring legacy as the family's global footprint continues to grow."
2606,MacCandlish Red; Arisaid,"The McCandlish Arisaid Red, a rich and storied clan tartan, bears witness to the historical journey of the McCandlish family, whose roots stretch back to Scotland's ancient Highlands. Designated by Stanton Ward Foster McCandlish in 1992, with guidance from J. Charles ""Scotty"" Thompson FSTS, this family tartan weaves together the threads of their ancestral heritage, honouring the Jacobite Risings and the 'bright line' events that shaped their destiny. The tartan's palette is a masterful blend of traditional Scottish hues: deep blues evoke the vast expanse of the sea, which has borne many McCandlishes to distant shores; vibrant yellows symbolise the pivotal moments that cleaved the family into distinct lines; and fiery reds, reminiscent of the earliest blazons, pay tribute to their noble heritage. As the black ""tram track"" stripes gradually expand, they serve as a testament to the tartan's enduring legacy, tracing the global spread of the McCandlish name with quiet pride."
2607,MacCarthy Old,"The McCarthy, Old tartan is a storied and historic Scottish pattern steeped in Clan tradition, its intricate weaves evoking the rugged heritage of Western Scotland's ancient clans. This family-specific tartan was woven with precision and care, its subtle colour nuances reflecting the nuances of the Gaelic language and the rich cultural legacy of the MacCarthy clan. Registered to the esteemed Lochcarron tartan workshop, this design showcases the dark blue tone specified in the registration notes, a deliberate choice that nods to the tartan's Gaelic roots. With no Sindex records available, it is believed to pre-date the formalisation of modern tartan registration systems, lending an air of authenticity and timelessness to its timeless beauty."
2608,MacCarthy [default],"The McCarthy Corporate Tartan is a modern interpretation of Scottish heritage, expertly woven into the fabric of corporate identity. Created in collaboration with Sue Stedman Ltd., this distinctive tartan was specifically designed for McCarthy & Stone Limited to reflect their brand values. With its unique thread count taken from a sample of sett size, this livery tartan embodies the company's commitment to excellence and tradition. As part of the Corporate category, it represents a modern take on Scotland's rich textile heritage, where the traditional art of tartan weaving is merged with contemporary design sensibilities. This carefully crafted tartan is not only a symbol of corporate identity but also a testament to the enduring legacy of Scottish craftsmanship, honouring the country's storied past while embracing its forward-thinking future."
2609,MacCartney (Lady) personal; Day,"The McCartney Day tartan, designed in honour of Sir Paul McCartney, is a vibrant and iconic fashion tartan created by his late wife, Lady Linda McCartney. Originally intended for use within the McCartney household, this tartan has transcended its domestic origins to become a timeless symbol of style and Scottish heritage. As a Fashion category registration, it's meant to be worn with pride on garments that showcase one's personal taste and flair. With no specific meaning attributed to the initials 'MPL', which are believed to represent the McCartney household name, this tartan remains a celebration of Linda McCartney's enduring legacy as an artist, activist, and devoted wife and mother. This stunning design is now a testament to her lasting influence on fashion and Scottish culture, inviting wearers to pay tribute to her memory while making a statement of their own unique style."
2610,MacCartney (Lady) personal; Evening,"The McCartney Evening/Night tartan is a stunning creation born from the creative vision of Linda McCartney, the iconic musician's wife, in honour of their MPL Household legacy. This fashion tartan, registered for use on garments and furnishings, holds a special place in Scottish heritage as a testament to Linda's enduring spirit and style. Designed after her passing, this tartan serves as a tribute to her memory, evoking the warmth and glamour of evening gatherings and nights spent with loved ones. With its unique, unrecorded initials 'MPL', shrouded in mystery, the McCartney Evening/Night tartan embodies the essence of tradition, innovation, and timeless elegance that define Scottish textile craftsmanship."
2611,MacCaskill [default],"The MacCaskill tartan, registered in 1951, is a testament to the rich heritage of Scotland's clan system. Named after its creator, Margaret O'MacDougal, and designed for Kenneth MacAskill, a stalwart farmer from Milton of Leys, this distinctive tartan wears its history on its sleeve - literally. As noted by Miss MacDougal herself, the design is a variant of the traditional MacLeod tartan, with an intriguing twist: the colours of the stripes and their guards are reversed, imbuing the fabric with a unique character. This Clan tartan serves as a proud symbol of Scottish family heritage, worn by those bearing the name to honour their roots and connect with generations past."
2612,MacCaughan [default],"The MacCaughan or MacEachain tartan is a deeply personal and storied design, woven from the threads of Scottish heritage and family tradition. Registered in 1972 by its creator, John A McCaughan, this tartan is a testament to the enduring connections between the MacEachin clan and their esteemed relatives, the Campbells of Cawdor. With its striking similarities to the iconic Campbell of Cawdor tartan, it serves as a poignant reminder of the intricate web of Scottish clans and families that have shaped the country's rich history. As a family tartan, this design is not intended for general wear but rather holds significance for those who bear the MacEachin name, serving as a tangible link to their ancestral heritage and a symbol of their proud identity."
2613,MacClafferty [default],"The McClafferty tartan is a revered family heritage, woven with tradition and passion by the renowned Scottish designer Peter MacDonald in 2004. Inspired by the esteemed VS MacDonald Lord of the Isles sett, this tartan is specifically registered for all members of the McClafferty surname and its variants, providing a tangible connection to their ancestral roots. As a Clan/Family tartan, it holds great significance, symbolising unity, pride, and belonging among those who bear the name. The intricate patterns and subtle colour variations are carefully crafted to evoke the rich history and cultural identity of Scotland's proud clansmen, offering a meaningful way for the McClafferty family to honour their heritage and wear it with distinction."
2614,MacClure Hunting<br/>[AKA] MacClure Green,"The MacClure Hunting tartan is an iconic representation of the storied heritage of Clan MacClure, woven with precision by DC Dalgliesh to celebrate the family's rich history. This traditional Scottish tartan, registered for the exclusive use of MacClures and their kindred, embodies the values of hunting and camaraderie that have long been synonymous with the clan. Originally designed by Dr Philip D, Smith Jnr, this distinctive sett is not only a proud symbol of identity but also features a subtle variation, 'MacClure Green', woven by Lochcarron of Scotland, which showcases the nuances of Scottish textile tradition. The MacClure Hunting tartan serves as a tangible link to the clan's ancestral roots, evoking images of rugged Highlands landscapes and the steadfast spirit of those who wear it with honour."
2615,MacClure [default],"The MacClure tartan, a rich and storied heritage fabric, was meticulously designed by Dr Philip D Smith Jnr in 2004 to represent the proud clan family bearing the name. Originally woven by DC Dalgliesh, its creation pays homage to the long-standing tradition of tartan design that has been passed down through generations of skilled weavers. As a Clan tartan, MacClure is a testament to the history and identity of those who bear the name, evoking the values of loyalty, courage, and community that have defined this Scottish clan for centuries. The intricate pattern, woven with precision and care, now serves as a lasting connection to ancestral heritage, honoured by its registration in the tartan register, ensuring that its significance is preserved for generations to come."
2616,MacColl Hunting,"The MacColl Hunting tartan is a testament to the rich heritage of Scotland's esteemed clans, with its intricate weave carrying on the proud traditions of hunting and outdoor pursuits that have long been synonymous with Scottish culture. As a Clan/Family tartan, this design has been passed down through generations of the MacColl family, its specific roots tracing back to the 1930s-50s, as documented in the esteemed MacGregor-Hastie collection. This storied fabric has likely warmed the hearts and bodies of MacColl kin for decades, evoking memories of brisk Highland air, the thrill of the hunt, and the camaraderie of shared experiences within the clan's favour. Its design, though not attributed to a specific designer, remains an embodiment of Scottish tartanry at its finest – a beautiful fusion of tradition, heritage, and family pride that continues to inspire those who wear it."
2617,MacColl Old,"The MacColl Ancient tartan is a testament to the rich cultural heritage of Scotland's Clan system, with its intricate and timeless pattern evoking the traditions of yesteryear. Dating back to an unspecified era between 1930 and 1950, this ancient tartan was once a cherished part of the MacGregor-Hastie collection, now held in the cloth archive of the Scottish Tartans Society. As a Clan tartan, it is steeped in history and family honour, with its distinct sett reflecting the storied past of the MacColl clan. Its subtle nuances and muted colours whisper tales of generations past, while its presence serves as a poignant reminder of Scotland's enduring cultural identity. This venerable tartan stands as a bridge to the country's storied past, awaiting rediscovery by those who cherish the traditions of Scotland's storied clans."
2619,MacComb,"The McComb tartan, a distinctive Name tartan created by renowned designer Donald Fraser, is steeped in Scottish heritage and personal connection. Registred for Mr McComb to proudly represent himself as club captain of a golf club, this unique tartan incorporates elements of the MacThomas clan, with the addition of over checks in the colours of the golf club, symbolising its significance within his sporting community. As a Name tartan, the McComb is not associated with an ancestral family or clan affiliation, instead embodying Mr McComb's individual identity and status as a respected leader within his chosen sphere. This distinctive design, rooted in Fraser's skillful interpretation of Scottish textile traditions, now holds a special place within the Scottish Tartans Society's register, paying tribute to Mr McComb's lasting legacy in his golf club."
2620,MacConnell [default],"The MacConnell tartan, expertly woven by Malcolm Stephenson, is a testament to the rich heritage of the Scottish Highlands. This Clan/Family tartan was designed for the McConnel family, who trace their ancestry back to Margaret McConnel of Highland Heritage in the United States. Based on the MacDonald Hunting tartan without the black element, this distinctive design weaves together the storied traditions of the ancient clans, evoking images of rugged highlands and noble lineage. By incorporating elements from the MacDonald Hunting tartan, Stephenson has created a unique and meaningful pattern that pays homage to Scotland's proud history while also providing a distinct family identity for the McConnells. This beautiful tartan is not only a tribute to Scottish heritage but also a symbol of the enduring bonds between tradition and community."
2621,MacCord,"The MacCord tartan is a deeply personal and meaningful blend of tradition and individuality, reflecting the heritage of its creator, Howard McCord. Designed by Jan Crook in 1996, this unique name tartan pays homage to the distinctive surnames that have been woven into the fabric of Scottish society for generations. With its bold, vibrant hues, this tartan is a testament to the enduring spirit of family and clan ties that underpin Scotland's rich cultural identity. As an individual tartan, the MacCord design serves as a symbol of personal pride and connection to one's roots, allowing Howard McCord to wear his heritage on his sleeve in a truly distinctive and meaningful way."
2622,MacCormick (Personal),"The MacCormick tartan is a rich tapestry of tradition, carefully woven by Keith McCormick to honour his family's Hebridean heritage. Registered as a clan name tartan, it holds significant cultural weight for those bearing the same name or spelling variations thereof. This distinctive design, born from the sept of MacLaine of Lochbuie, celebrates the storied history of Scottish clans and their intricate connections. With its unique blend of blue, green, yellow, black, red, and white hues, the MacCormick tartan evokes a sense of authenticity and pride, connecting wearers to their ancestral roots and the storied past of the Highlands. Its restricted availability ensures that only those who bear the McCormick name or its variants may wear this proud emblem of Scottish heritage, underscoring the importance of familial ties and cultural tradition."
2623,MacCormick Dress,"The MacCormick dress tartan, registered with the Scottish Tartans Society in 1985 by Pendleton Woollen Mills, is a fascinating example of the evolution of traditional Scottish design. Named after its supposed origins with Clan MacCormick, this tartan takes creative licence from the Campbell and Lindsay families, sharing similarities with their respective sets, albeit with distinct colour variations. As revealed by Philip D.Smith's notes, it appears that Pendleton's designers drew inspiration from existing Scottish tartans, rather than embarking on a new design from scratch. This clever adaptation reflects the long-standing tradition of tartan makers responding to requests for unique family designs by modifying established patterns. The MacCormick dress tartan thus becomes a testament to the artful blending of heritage and innovation, showcasing the rich tapestry of Scottish history and culture woven into every intricate thread."
2624,"MacCormick, Festive (Personal)","The MacCormick Festive tartan is a joyous and vibrant celebration of Scottish heritage, crafted with love by Keith McCormick. Designated as a Name tartan for those bearing the esteemed surname, this festive tartan is steeped in tradition and honourable lineage. Specifically created to complement its Irish cousin, the MacCormick Dress Tartan (STR #2323), this design embodies the warmth and conviviality of Hebridean Scots culture. Woven with care for solemn and celebratory occasions alike - from Christmas to christenings, weddings, and birthdays - the MacCormick Festive tartan embodies the spirit of community, camaraderie, and merriment that is so quintessentially Scottish. Its distinctive pattern is a proud declaration of family ties and cultural identity, allowing wearers to proudly showcase their heritage on special days and in everyday life."
2625,MacCorquodale [default],"The MacCorquodale tartan is a rich and storied heritage pattern, steeped in tradition and history. Registered with the Scottish Tartans Society as part of Scotland's clan heritage, this iconic tartan tells the story of the Corquodale family, whose roots run deep in the Highlands. Dating back to the 19th century, when the tartan was originally designed for the MacCorquodale clan, it now serves as a symbol of Scottish identity and cultural pride. Donated to the Society by Kinloch Anderson in 1981, this sample tartan is a testament to the enduring legacy of Scotland's clan system, where intricate patterns like the MacCorquodale reflect the values, traditions, and ancestry of its bearers."
2626,MacCorquodale #2,"MacCorquodale #2, a timeless clan tartan born from the storied heritage of a proud Highland family, weaves its distinctive threads into the very fabric of Scotland's rich history. Originating from an island on Loch Tromlee, near the waters of Loch Awe and Kilchrennan, this tartan holds a deep connection to the Campbell clan, with whom it is intertwined in ancestral ties. The dark, muted tones of the woven sample are almost unrecognisable at times, reflecting the rugged landscape that has shaped the lives of the MacCorquodales for generations. As a testament to their island home and storied lineage, this tartan remains an enduring symbol of family honour and heritage, its intricate pattern a tangible link to the land and traditions that have defined Scotland's Highland clans for centuries."
2628,MacCoul [default],"The MacCoul tartan is a rich and storied weave that reflects the history and heritage of Scotland's clan families. First recorded in the manuscript of W and A Smith 'Authenticated Tartans of the Clans and Families of Scotland', this traditional tartan was likely created by an unknown designer who drew upon the timeless traditions of Highland weaving. Originating from George Hunter's research into ancient tartans, the MacCoul tartan is a testament to the enduring legacy of Scotland's clan families, whose distinct patterns have been woven into the very fabric of the nation's identity. As a Clan tartan, it holds great honour and significance among those who bear its name, and its inclusion in this esteemed collection serves as a poignant reminder of the cultural heritage that underpins the very essence of Scottish tradition."
2629,MacCraig [default],"The MacCraig tartan is a storied and authentic clan tartan hailing from the rugged Highlands of Scotland, with its origins tracing back to Lochaber. This traditional sett, bearing the distinctive count of 27 in the fourth position, has a rich history dating back to the tumultuous aftermath of Culloden, when it was said to have been taken to Scandinavia and eventually brought to America. As part of this long-standing family tartan, the MacCraig clan's heritage is woven into its very fabric - a testament to their enduring connection to Scotland's Celtic past and the cultural traditions that defined their community for generations."
