id,preview,type,family,name,nationality,legacy_id,attribute,offline,restriction_supplier,active,customers,created_at,description,register_id
3729,,Tartan,,Queen Victoria;,,1675,,False,,True,False,2025-10-24 16:10:46.840044,"The Victoria tartan, designed by renowned Scottish textile firm Wilsons of Bannockburn in 1838, is a sumptuous fashion tartan that evokes the elegance of a bygone era. Specifically created to complement their adjacent Albert tartan, this iconic design showcases a subtle balance of rich blues and vibrant greens, reminiscent of Scotland's majestic landscapes. As one of several fashionable tartans popular during the Victorian era, Victoria tartan was woven with precision, reflecting the craftsmanship and skill of Scottish weavers. While not part of a traditional clan or territorial heritage, Victoria tartan is still deeply rooted in Scottish tradition, embodying the nation's love for intricate design and timeless style. Its association with Wilsons of Bannockburn adds to its historical significance, solidifying its place as an enduring symbol of Scottish fashion heritage.",9734
3730,,Tartan,,Queens University of Ontario,,2103,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.463906,"The Queens University Kingston Ontario tartan is a unique and meaningful corporate tartan, designed by Judge John Matheson to represent the esteemed institution in Ontario. Specifically created for Queens University, this tartan weaves together six rich colours, each meticulously chosen to signify one of the university's academic hoods: Medicine (blue), Arts & Science (red), Applied Science (gold), Nursing Science (white), Commerce & MBA (green), and Theology (purple). This deliberate colour palette serves as a powerful symbol of the institution's commitment to excellence in six distinct fields, reflecting its dedication to fostering well-rounded individuals who embody academic rigour. With restrictions on marketing usage, this tartan is reserved for official university communications and merchandise, ensuring its integrity and authentic connection to the institution's proud heritage.",7528
3731,,Tartan,,Queensferry District,,3138,,False,,True,False,2025-10-24 16:10:46.839918,"The All Breeds Dairy Goats Corporate Tartan, designed by F & M Lawson at Crofter's Weaving Mill, is a vibrant and distinctive pattern steeped in tradition and Scottish heritage. Originally conceived for a prestigious award at the Gunnedah Show in New South Wales, this tartan has now been adapted for use at similar state shows across Australia, symbolising excellence in the world of dairy goats. Characterised by its unique mixed thread design, where brown and white threads alternate to create a striking effect, this tartan embodies the ingenuity and craftsmanship that underpins Scotland's rich textile heritage. As a corporate tartan, it offers businesses and organisations the opportunity to showcase their connection to this unique aspect of Australian agricultural culture, making it an attractive choice for those seeking to make a statement with their branding and uniforms.",176
3732,,Tartan,,Queensland District,,2618,,False,,True,False,2025-10-24 16:10:46.839812,"The Queensland tartan is a stunning representation of the State's unique landscape and natural beauty, meticulously woven by Jack Allen in 2001. As a District tartan, it holds significant cultural heritage for the people of Queensland, reflecting the region's diverse geography and climate. The tartan's seven core colours expertly capture the essence of the state: wispy white clouds, cerulean skies, royal blue hues evoking the Coral Sea and tropical beaches, golden sun-kissed sands, lush green forests, delicate lilac blooms, and the majestic crimson tones of the Cooktown Orchid. With its thoughtful colour palette, this tartan design serves as a testament to Queensland's natural splendour and the rich heritage of its people.",7531
3733,,Tartan,,Quenouille (Howald) personal,Scottish,44038,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.464048,,
3734,,Tartan,,Quigley (Knockcroghery) personal,Scottish,44090,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.460819,,
3735,,Tartan,,Quigley (Knockcroghery) personal; Hunting,Scottish,44043,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.459718,,
3736,,Tartan,,Quinn (Wedding) personal,,2478,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.459841,"The Quinn Personal Tartan is a unique and meaningful design, born from the union of love between Elaine Mackay and Edward Quinn at their wedding celebration in Anta Scotland Ltd. As a Name tartan, it holds a special place in the hearts of those bearing the Quinn name, signifying family heritage and legacy. Designed by Annie Stewart, a talented weaver with a deep understanding of Scottish tradition, this tartan is steeped in history and cultural significance. The restrictions surrounding its registration serve as a testament to its exclusivity, making it an even more cherished possession for those who bear the Quinn name. As a tribute to Elaine and Edward's love story, the Quinn Personal Tartan serves as a lasting reminder of the enduring power of family ties and tradition in Scotland's rich tapestry.",7537
3737,,Tartan,,Quinn Hunting,,47526,,False,,True,False,2025-10-24 16:10:46.839694,,
3738,,Tartan,Rae,Rae [default],,4569,,False,,True,False,2025-10-24 16:10:47.279276,,
3739,,Tartan,Raeburn,Raeburn (not mirrored),,,,True,,False,False,2025-10-24 16:10:47.598133,,
3740,,Tartan,Raeside,Raeside [default],,6633,,False,,True,False,2025-10-24 16:10:47.279509,"The Raeside tartan is a rich and storied weave, born from the convergence of two esteemed Scottish clans: Douglas and Raeside. Registered in 2005 by its designer Archie Raeside, this family tartan tells the tale of a remarkable union forged between Charlotte Douglas and William Raeside, who married in Glasgow in 1909. The light green guard lines that punctuate this tartan serve as a poignant reminder of the bloodline that once connected Scotland to Ireland, symbolising the enduring bond between two families bound together by love, legacy, and heritage. As a Clan/Family tartan, the Raeside is open to wear by all who bear its name, serving as a proud badge of family identity and a testament to the shared history and traditions that unite those with this noble surname.",7581
3741,,Tartan,,Rafferty,,6749,,False,,True,False,2025-10-24 16:10:46.839590,"The Rafferty tartan is a vibrant and sophisticated Fashion tartan, intricately woven to evoke the spirit of Scotland's rich heritage. Created by renowned designer Scotch Corner of Gateshead, England, this tartan draws inspiration from the Emerald Isle, reflecting the strong Irish connections in its creation. One of a series designed by Scotch Corner, the Rafferty tartan is steeped in tradition and honour, featuring a striking colour palette that pays tribute to Scotland's intricate clan system. While open to fashion interpretation, the registration notes caution against misusing this tartan, ensuring its prestige and status are upheld. As a Fashion tartan, the Rafferty design embodies the perfect blend of elegance and cultural significance, making it an coveted choice for those who value Scottish heritage and tradition.",7585
3742,,Tartan,,Rainbow Canada,,5442,,False,,True,False,2025-10-24 16:10:46.839481,"The Rainbow tartan, a vibrant fashion staple created by Vancouver-based designer Aljean, embodies the spirit of diversity and inclusivity that defines modern Scotland. As a Fashion tartan, its primary purpose is to make a statement on the runway or in everyday life, rather than being tied to a specific clan or heritage tradition. Unlike other tartans that draw upon ancient Scottish history, the Rainbow tartan's colours - red, orange, yellow, green, blue, and indigo - are carefully arranged to evoke a sense of hope and celebration, rather than connection to a particular clan or family lineage. Registration notes caution against confusion with Ronnie Hek's 1999/2000 design, making it a unique addition to the world of Scottish textiles, one that continues to inspire and influence fashion designers around the globe.",7593
3743,,Tartan,,Rainbow Fort Worth,,5999,,False,,True,False,2025-10-24 16:10:46.839373,"The Rainbow Tartan, as registered by Barbara Hayes, is a vibrant and eclectic design that defies the traditional boundaries of Scottish heritage. As a District tartan, it is believed to have originated in Fort Worth, Texas, giving it an intriguing transatlantic flavour. This bold and colourful fabric has its roots in the rich cultural tapestry of North America's Texan heartland, where diversity and innovation reign supreme. While its exact provenance remains uncertain, the Rainbow Tartan's unique character undoubtedly honours the traditions of Scottish weaving, reimagining them through a distinctly American lens. Despite its unorthodox origins, this tartan remains a testament to the enduring power of textiles in shaping identity and community – a testament that transcends borders and geography, speaking to the universal language of colour, pattern, and heritage.",7594
3744,,Tartan,,Raith Rovers Football Club,,2424,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.459957,"The Raith Rovers Football Club tartan is a vibrant and dynamic corporate colour scheme, born from the team's success on the pitch. Designed by renowned duo Norma Scollin and D.C.Dalgleish, this tartan was created in recognition of Raith Rovers' foray into European competition in 1995, culminating in an historic match against Bayern Munich. The tartan holds significant cultural weight, symbolising the team's triumph over adversity and its growing presence on the continent. With restrictions noted by the Scottish Tartans Society regarding its use and interpretation, this tartan serves as a proud emblem of Raith Rovers' heritage, representing the passion and dedication of its loyal supporters.",7599
3745,,Tartan,,Rajput,,6047,,False,,True,False,2025-10-24 16:10:46.839237,"The Rajput tartan is a storied and historic Military pattern, hailing from the ancient State of Rajisthan in north-western India, where the fiercely warrior-caste Rajputs once ruled with pride. Discovered by renowned researcher Colin Hutcheson during his 2003 expedition, this distinctive design has been meticulously woven into the fabric of military tradition, reflecting the valor and martial prowess of its namesake people. As a registered Military tartan, the Rajput pattern is steeped in heritage and authenticity, bearing testament to the rich cultural tapestry of India's regal past. With no specific designer credited for this unique design, it stands as a tribute to the anonymous artisans who painstakingly wove these threads into a symbol of strength and loyalty, now cherished by members of the armed forces and history enthusiasts alike.",7601
3746,,Tartan,,Raleigh Pipe Band,,3887,,False,,True,False,2025-10-24 16:10:46.839145,,
3747,,Tartan,Ralston,Ralston UK,,7075,,False,,True,False,2025-10-24 16:10:47.279614,"The Ralston tartan is a distinctive and storied design that embodies the rich heritage of Scotland's name tartans. Registered in the UK, this iconic pattern reflects the coat of arms and the unique cultural connections between the Scots-Irish communities of Tyrone, Donegal, and Renfrewshire. Created by the talented designers Robin Elliot and Alison Ralston, the Ralston tartan is a celebration of Scottish identity and tradition. Woven with careful attention to detail, this complex pattern weaves together a rich tapestry of symbolism, from the subtle nuances of colour to the intricate balance of threads. As a name tartan, it holds great significance for families and clans alike, offering a tangible connection to their heritage and ancestry.",7602
3748,,Tartan,Ralston,Ralston US,,6109,,False,,True,False,2025-10-24 16:10:47.279733,"The Ralston tartan is a family-designed heritage pattern, carefully crafted by Michael T Ralstin to celebrate the 60th birthday of Michael R. Ralstin of Scioto County, Ohio, and to provide an enduring visual representation of the name Ralston in all its variations. This Clan tartan is a testament to Scottish tradition, with its distinctive colours meticulously chosen to evoke the warm, earthy tones reminiscent of Scotland's rugged landscapes. As close as possible to those found in the Scottish Tartans Authority's collection, this tartan design holds significant cultural and familial value, serving as a meaningful symbol of connection to the Ralston heritage and a tribute to the occasion that sparked its creation - a milestone birthday that marked an enduring legacy within the family.",7603
3749,,Tartan,,Ramada,,6374,,False,,True,False,2025-10-24 16:10:46.839048,,
3750,,Tartan,Ramsay,Ramsay Angus & Mearns,,1413,,False,,True,False,2025-10-24 16:10:47.279862,"The Ramsay Tartan, registered under the Baronage of Angus & Mearns, is a proud embodiment of Scottish heritage and family tradition. Woven with precision and passion, this distinctive pattern pays homage to the esteemed Clan Ramsay, whose history dates back centuries. As the chief of the clan since 1999, James Ramsay, the 17th Earl of Dalhousie, has ensured that the tartan remains an integral part of his family's legacy. With its unique characteristics and subtle variations, this tartan is not only a testament to the Ramsay name but also a symbol of Scottish culture and identity. Its registration notes reveal the intricate details of its design, including the subtle additions of Jack Dalgety in pencil, hinting at the complex history and relationships within the clan.",7608
3751,,Tartan,Ramsay,Ramsay Blue,,259,,False,,True,False,2025-10-24 16:10:47.279979,"Ramsay Blue Hunting is a storied clan tartan steeped in Scottish heritage, with its origins dating back to the early 20th century. Registered under the Scottish Tartans Society, this distinctive tartan bears testament to the ingenuity of Harry Lindley's designs for Kinloch Anderson Limited, where he cleverly adapted blue dyes to replace traditional red, giving rise to a now-recognised Hunting tartan. As a Lowland clan tartan, its muted blues evoke the rolling hills and rugged landscapes of Scotland's south-western regions, where the MacGregor-Hastie family has historically resided. With permission from the Scottish Tartans Authority, this tartan is also proudly worn by The Pilgrim Bandits charity, symbolising unity and community spirit. This richly woven fabric not only celebrates a clan's heritage but also serves as a poignant reminder of Scotland's long history of textile innovation and cultural expression.",7612
3752,,Tartan,Ramsay,Ramsay Green,,3148,,False,,True,False,2025-10-24 16:10:47.280113,"The Dunedin Chapter tartan, expertly woven by Lochcarron of Scotland, pays tribute to the enduring spirit of Scotland's corporate heritage. As part of the Corporate category, this vibrant design embodies the fusion of tradition and modernity, reflecting the innovative flair of Harley-Davidson's Dunfermline branch. Born from the creative partnership between Harley-Davidson and Lochcarron of Scotland, this tartan is steeped in history, having originated as a collaboration with Dalbeath Tartan #2197. Now, the Dunedin Chapter tartan stands as a testament to the enduring legacy of Eastern Western Motor Group's acquisition in 2003, marking a new chapter in Scottish textile traditions. This distinctive design serves as a symbol of affiliation for Harley-Davidson's esteemed partner, exuding a sense of style and heritage that reverberates throughout Scotland's rich cultural landscape.",2554
3753,,Tartan,Ramsay,Ramsay Orange,,1198,,False,,True,False,2025-10-24 16:10:47.280482,"The Ramsay Orange Fashion Tartan, expertly crafted by Edinburgh Woollen Mill, is a vibrant and enduring representation of Scottish heritage. Originally identified as a trade tartan with particulars provided by Donald Brown through Angela Nisbett MST, this distinctive pattern has been adopted for fashion purposes. The tartan's reddish tan hue provides a warm and engaging base tone, punctuated by carefully chosen orange stripes that evoke the spirit of the Scottish Highlands. As a Fashion Tartan, its usage is open to designers and manufacturers looking to incorporate traditional Scottish motifs into their designs, allowing the timeless appeal of this colourway to be experienced in modern contexts.",7610
3754,,Tartan,Ramsay,Ramsay Red<br/>[AKA] Ramsay of Dalhousie,,1238,,False,,True,False,2025-10-24 16:10:47.280358,"The Ramsay Red tartan, registered in the Vestiarium Scoticum, is a poignant representation of Scotland's rich clan heritage, hailing from the esteemed Lothian district. Named after the influential Ramsay family, whose crest dates back to 1633 when Sir William Ramsay was created Earl of Dalhousie, this tartan embodies the storied history and traditions of the Chiefs of Ramsay. The subtle nuances in its design – two light red lines woven against a deeper crimson hue – reflect the family's proud legacy, while its registration as a clan tartan underscores its strong connection to Scottish culture and identity. With the tartan expertly crafted by Sobieski Stewarts, it serves as a testament to the enduring spirit of the Ramsay clan, whose ancestry is woven into the very fabric of Scotland's history and heritage.",7611
3755,,Tartan,,Rangers Football Club 1989,,2062,,False,,True,False,2025-10-24 16:10:46.838938,"The Rangers Football Club tartan, designed by Messrs John MacGregor's Tartan Sportswear company in 1989, is an iconic corporate tartan that embodies the spirit of Glasgow's beloved football club. This unique design was created specifically for the Scottish giants, featuring a distinctive colour palette and subtle texture that evokes the passion and pride of the Rangers' loyal fanbase. Originally launched at a high-profile match featuring Ally McCoist in full Highland Dress, this tartan has since become synonymous with the club's identity. Although the original company behind the design is no longer in operation, its legacy lives on through Geoffry (Tailor) Highland Crafts Ltd's registration under the Design Act in 1994, ensuring that the Rangers Football Club tartan remains a cherished part of Scottish heritage and tradition.",7617
3756,,Tartan,,Rangers Football Club 1994,,2170,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.460214,,
3757,,Tartan,,Rangers Football Club Dress,,2171,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.460327,"The Rangers Football Club Dress Tartan is a storied corporate tartan that pays tribute to Scotland's most iconic football club. Registered in 1994 by Chris Aitken, this distinctive tartan was originally woven for the club's merchandise by both Lightweight Ingles Buchan and Heavyweight Lochcarron, two renowned Scottish weaving establishments. With its specific colour palette and precise sett, this tartan has become synonymous with the club's identity, reflecting the passion and pride of its devoted fans. Although Aitken no longer holds the licence to weave or retail Rangers tartan merchandise, his creation remains an enduring symbol of the club's heritage, proudly worn by supporters around the world.",7618
3758,,Tartan,,Rangers Football Club MacArthur,,6583,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.460454,,
3759,,Tartan,Rankin,Rankin (Dalgliesh) #2,,3152,,False,,True,False,2025-10-24 16:10:47.280602,"The Rankin (Dalgleish) #2 tartan is a storied family tartan steeped in tradition and heritage, bearing testament to the rich history of the Dalgleish clan. Woven with precision and attention to detail, this distinctive pattern features a striking combination of blues, reds, and greens, accented by bold black tramlines that evoke the rugged beauty of Scotland's Highland landscapes. Originally developed as part of the Dalgleish family register, this tartan has undergone subtle modifications over time, incorporating an additional black guard on what was once a clear blue band, giving it a unique character that sets it apart from its predecessor. With its intricate design and storied past, the Rankin (Dalgleish) #2 tartan remains a cherished symbol of family identity and heritage for those who proudly bear the Dalgleish name.",7622
3760,,Tartan,Rankin,Rankin (Dalgliesh) (SRT Version),,5440,,True,,False,False,2025-10-24 16:10:47.598251,"The Rankin (Dalgleish) tartan is a revered heritage pattern, steeped in tradition and rooted in Scotland's rich clan history. This distinctive design originates from the esteemed Dalgleish family, whose name is synonymous with bravery and loyalty. The registered tartan features a striking black guard on white, a subtle yet powerful motif that pays homage to the family's unyielding spirit. As part of the Clan/Family category, this tartan holds significant cultural value, evoking memories of Scottish heritage and the proud traditions of the Dalgleish clan. While not associated with a specific individual designer, the design itself is a testament to the artistry and craftsmanship of Scotland's textile pioneers, whose legacy continues to inspire and captivate enthusiasts of traditional tartans today.",7621
3761,,Tartan,Rankin,Rankin #1,,187,,True,,False,False,2025-10-24 16:10:47.598480,"Rankin #2 is a storied Clan tartan imbued with the rich heritage of Scotland's esteemed Rankin family. This intricately woven design, passed down through generations, was carefully documented by Reverend Millar in 1952, who obtained it from Ewen Rankin, the last recorded source of the sett. Although the original manufacturer remains a mystery, its significance lies in its connection to the Rankins and their Scottish roots. As a Clan tartan, Rankin #2 is often worn with pride by members of the family and their affiliates, symbolising a deep-seated honour and loyalty to the family's traditions. Its complex patterns and subtle colour nuances evoke the rugged beauty of Scotland's Highland landscapes, where this tartan once played an integral role in the daily lives of its wearers.",7620
3762,,Tartan,Rankin,Rankin (Dalgliesh),,292,,False,,True,False,2025-10-24 16:10:47.280725,"The Rankine tartan is a poignant representation of Scottish heritage, hailing from the esteemed MacGregor-Hastie family collection. This Clan tartan, categorised as a familial emblem, holds deep roots in the country's rich history and tradition. Woven with meticulous attention to detail, the intricate design showcases the craftsmanship of Scotland's renowned weavers. Registered by the Scottish Tartans Authority, this tartan is now part of the national heritage, allowing families to proudly display their clan affiliation. The use of Lochcarron yarn in the swatch adds a subtle texture, underscoring the authenticity of this ancient pattern. First woven in 2000, the Rankine tartan remains an enduring testament to Scotland's cultural legacy, waiting to be treasured by those who bear its noble name.",7624
3763,,Tartan,,Ranking,,3242,,False,,True,False,2025-10-24 16:10:46.838838,"The Ormiston tartan is a bespoke family heirloom, woven with love and tradition for the esteemed Ormiston clan from Aberdeen. Registered in 2008, this unique Name tartan was specifically created to commemorate the graduation of Andrew Ormiston, the family's son, marking an important milestone in his life. Paying homage to their ancestral heritage, the design is rooted in the classic Roxburgh tartan, a nod to their rich family history. As a Personal tartan, its use is reserved exclusively for the Ormiston family, ensuring that this treasured fabric remains a cherished family tradition, passed down through generations, and forever tied to the family's deep roots in Scotland.",7070
3764,,Tartan,,Rannoch Red,,5438,,False,,True,False,2025-10-24 16:10:46.838741,"The Rannoch Red fashion tartan, designed by the esteemed Pringles of Inverness, is a vibrant and striking pattern that embodies the rich heritage of Scotland's Highlands. Originating in the Johnston Collection, this tartan sample is steeped in history and cultural significance, evoking the rugged beauty of the Scottish landscape. As a fashion tartan, Rannoch Red is perfect for adding a pop of colour to clothing, accessories, or textiles, while also paying homage to the nation's iconic tartan traditions. With its bold, crimson hues and subtle variations in tone, this tartan design is sure to make a statement and leave a lasting impression, much like the storied past it pays tribute to.",7629
3765,,Tartan,,Rathmore,,1518,,False,,True,False,2025-10-24 16:10:46.836745,"Rathmore, a fashion tartan born from the threads of tradition, takes its inspiration from a storied kilted skirt once belonging to Frau Fretloeh in West Germany. Registered with Pitlochry Woollen Mill in 1987, Rathmore's intricate design weaves together the rich tapestry of Scottish heritage, reflecting the cultural exchange that has long defined Scotland's relationship with Europe. As a fashion tartan, Rathmore offers a vibrant alternative to traditional clan patterns, making it an ideal choice for those seeking to add a touch of modern style to their kilt or sash. With its origins rooted in Frau Fretloeh's unique and historic garment, Rathmore pays homage to the complexities of Scottish identity while embracing the fashion-forward spirit of the 20th century.",7637
3766,,Tartan,Rattray of Lude,Rattray of Lude [default]<br/>[AKA] Rattray of Lude,,1096,,False,,True,False,2025-10-24 16:10:47.281361,"The Rattray of Lude tartan is an ancient and storied clan pattern, steeped in history and tradition. Originally discovered in the Romanes & Paterson pattern book of circa 1830, this tartan shares striking similarities with its counterpart, MacInroy, yet boasts subtle variations that set it apart as a distinct family heritage. As part of the Scottish Tartans Authority's accredited collections, Rattray of Lude is a testament to the enduring legacy of Scotland's clans and families, who have woven their unique stories into the fabric of tartan tradition for centuries. Its intricate design, while identical in essence to its Romanes & Paterson counterpart, carries an air of authenticity born from generations of use and reverence within the Rattray family, underscoring the rich cultural significance of this esteemed clan tartan.",7639
3767,,Tartan,Rattray,Rattray [default],,819,,False,,True,False,2025-10-24 16:10:47.281248,"The Rattray tartan is a revered Clan tartan, bearing witness to the rich history and heritage of the Murrays of Atholl family, who claim descent from Adam de Rattrieff in the 13th century. Originating at their ancient seat at Craighall, Blairgowrie in Perthshire, this traditional tartan weaves together a deep connection with Scottish tradition. Notably recorded in the Lord Lyon Book and granted recognition by the Scottish Tartans Society, the Rattray tartan is not merely a fashion statement, but an honourable representation of family lineage and cultural identity. Its subtle colour palette, thread count halved to reveal the sett, evokes a sense of understated elegance, fitting for a sept that follows in the footsteps of a noble Clan heritage.",7638
3768,,Tartan,,Raymond of Doune,,5437,,False,,True,False,2025-10-24 16:10:46.838556,"The Raymond of Doune corporate tartan is a rich, darkly woven tribute to Scotland's storied heritage, its very fabric steeped in tradition and pageantry. Registered for use by a Northern Ireland-based pipe band in 1997, this iconic pattern was specifically commissioned by Lochcarron of Scotland for the 'Raymond of Doune' store - a nod to one of Scotland's most historic and scenic locations. With its sombre hues and intricate textures, this tartan design echoes the country's rich cultural history, recalling images of regal ceremonies, traditional ceilidhs, and the proud tradition of pipe bands that have served as cornerstones of Scottish community life for centuries.",7647
3769,,Tartan,Rea,Rea [default],,6613,,False,,True,False,2025-10-24 16:10:47.281478,"The Rea tartan, designed by esteemed weaver Dr Philip D Smith in 1973, is a rich and timeless tribute to Robert Rea of Paoli, Pennsylvania, who proudly bore the surname. This Clan tartan, registered for the name rather than a specific family line, invites wearers to honour their connection to this storied heritage. With its subtle yet vibrant hues, the Rea tartan pays homage to Scotland's revered tradition of tartanry, where clan affiliations were once deeply tied to geographical and familial roots. While originally created for Robert Rea, the design's open registration allows it to be worn by all who bear the name, fostering a sense of community and shared identity among those bound by this enduring legacy.",7653
3770,,Tartan,,"Reagan, (Personal)",,6612,,False,,True,False,2025-10-24 16:10:46.838464,"The Reagan tartan is a personal design born out of heritage and history, created by renowned Dr Philip D Smith in 1962 for Tom Reagan, a distinguished alumnus of the University of Nevada-Reno. Though it remained hidden until 2005, its discovery shed new light on this lesser-known variant of the Reagan tartan, previously registered as #6427. Originally conceived to represent the entire name of Reagan, this specific tartan now stands as a testament to the intricate relationships between Scottish heritage and personal legacy. As part of the Name category, it serves as an important link to Tom Reagan's family history, allowing him to connect with his roots in a unique and meaningful way.",7656
3771,,Tartan,Reagan,Reagan [default],,6427,,False,,True,False,2025-10-24 16:10:47.281598,"The Reagan tartan is a deeply personal and proud expression of Irish heritage, crafted by Debra J. for the O'Reagan clan to wear with honour. This intricate weave tells the story of a storied family legacy, drawing inspiration from the Clan's esteemed first chief and their ancestral homeland. Crimson threads evoke the regal livery colours of days gone by, while gold accents pay tribute to traditional armorial achievements that have shaped the family's history. The oceanic blues, reminiscent of the waves that surround Ireland, represent the clan's connection to this emerald isle, while lush green hues symbolise a rich and verdant heritage. By wearing the Reagan tartan, one embodies not only their own family ties but also the storied traditions of the O'Reagan clan, proudly proclaiming their Irish roots to the world.",7655
3772,,Tartan,,Red Bull<br/>[AKA] Tarbh Deargh,,3974,,False,,True,False,2025-10-24 16:10:46.838369,"The Tarbh Deargh tartan, aptly named Red Bull, embodies the energetic and revitalising spirit of Scotland's most iconic beverage brand. As a Corporate tartan, it is designed to evoke the dynamism and drive of the global company that bears its name. The intricate pattern weaves together a rich tapestry of blues and greens, punctuated by flashes of bold reds, evoking the drink's stimulating properties. Registration notes reveal that Red Bull aims to energise both body and mind, and this tartan seems to capture that essence perfectly - invigorating, refreshing, and ideal for occasions when action is required.",9105
3773,,Tartan,,Red Chapeau,,7212,,False,,True,False,2025-10-24 16:10:46.838275,"The Red Chapeau Corporate Tartan, designed by St Croix Weaving, embodies the spirit of professional excellence and prestige in Scotland's rich corporate heritage. This distinctive tartan pattern, woven at 60 threads per inch (EPI) with a thread count that exudes sophistication, is reserved for the most esteemed businesses and organisations. Its careful composition, featuring a bold red dominant theme punctuated by subtle secondary colours, creates a striking visual identity that commands respect and authority. Rooted in Scotland's centuries-old tradition of weaving and textile design, the Red Chapeau Tartan is a testament to the country's enduring legacy of innovation and excellence, expertly crafted to make a lasting impression on those who wear it.",7662
3774,,Tartan,,"Red Deer, City",,5430,,False,,True,False,2025-10-24 16:10:46.838173,"The Red Deer City of tartan is a vibrant and storied design that weaves together threads of history and community, thanks to its origins in a poignant commemoration of the 50th anniversary of the Red Deer Highland Games in an Alberta township. Conceived by Joyce Munawych, this District tartan was born from the district's desire to celebrate its unique heritage and cultural identity. Now set to take on a life of its own, it will forever be tied to the town's spirit and tradition, its distinctive pattern echoing the strength and resilience of the local community. This rich and nuanced design embodies the very essence of District tartan – a testament to the enduring power of local history and the indelible mark left by the Highland Games on the lives of those who call it home.",7663
3775,,Tartan,,Red Hatters United,,7177,,False,,True,False,2025-10-24 16:10:46.838052,"The Red Hatters United tartan is a vibrant, unifying fabric woven with purpose by Mrs Debra Benteau for the Canadian Chapter, Sisters Unlimited, of the Red Hat Society. Inspired by Jenny Joseph's iconic poem ""Warning"", which urges women to defy convention and wear purple, this tartan reimagines that bold statement in red and purple hues. As a corporate tartan, it embodies the organisation's values of sisterhood and camaraderie among thousands of like-minded individuals around the world. Woven with the intention of creating a distinctive symbol of unity, The Red Hatters United tartan proudly celebrates the collective spirit of women supporting one another, its red and purple colours evoking warmth, creativity, and confidence – a testament to the enduring power of female friendship and community.",7665
3776,,Tartan,,Red Rum,,1217,,False,,True,False,2025-10-24 16:10:46.837908,"The Red Rum tartan is a poignant tribute to one of British racing's most iconic figures, commemorating the extraordinary achievements of the beloved Thoroughbred horse Red Rum. Registered by Edinburgh Woollen Mill, this Commemorative tartan pays homage to Red Rum's remarkable three-time Grand National Steeplechase win, as well as his second-place finishes in subsequent years. The distinctive design features a striking red colour scheme, echoing the racing colours of maroon and gold, with a nod to the lush green grass of the turf. This timeless tartan serves as a lasting honour to Red Rum's enduring legacy, a testament to his unwavering dedication and skill, which has captivated generations of racing enthusiasts.",7671
3777,,Tartan,,Red Watch,,5427,,False,,True,False,2025-10-24 16:10:46.837777,"The Red Watch tartan is a striking Fashion design that tells the story of a storied piece of luggage with a rich history. Registered in 1969, this tartan was once known to be associated with 'Queen's Rifles', a name allegedly bestowed upon it by an American manufacturer. Although its origins are somewhat murky, it is now recognised as being woven in Japan for Clemco PDTS., a Baltimore-based company. This distinctive pattern has found new life in the fashion world, evoking the nostalgia of classic luggage and the adventurous spirit of those who once carried their treasured belongings with pride. With no specific connection to a Clan or family heritage, the Red Watch tartan stands on its own as a testament to the enduring legacy of a bygone era, waiting to be woven into the stories of modern fashion enthusiasts.",7675
3778,,Tartan,,Red White Blue Watch Dress,,5424,,False,,True,False,2025-10-24 16:10:46.837619,"The Red, White, Blue Watch (Dance) tartan, designed by Bill Johnston, is a striking Fashion tartan that embodies the spirit of tradition and movement. This unique variation on the Black Watch sett, originally associated with the Campbell clan, has been adapted to produce a distinctive 'dancer's' tartan for American wearers. Characterised by its bold colour palette of blue, red, white, and green, this tartan tells the story of heritage and cultural exchange. As a Fashion tartan, it is meant to be worn with pride, evoking images of traditional Highland dress and modern-day flair. Although restricted from being worn in formal or traditional settings due to its special association with Clan Campbell's dress, it remains an honourable tribute to Scottish heritage, perfectly suited for those seeking to make a statement through their fashion choices.",7676
3779,,Tartan,,Redland,,6070,,False,,True,False,2025-10-24 16:10:46.837462,"The Redland tartan is a distinctive and smart design specifically created for the girls' High School for Girls in Bristol, commissioned by Lewis Department Store as their school uniform supplier. This corporate tartan was woven with precision by Marton Mills and Otley Weavers, showcasing its unique characteristics with distinct warp and weft patterns. Originally intended to add a touch of elegance and sophistication to the school's kilted uniform, the Redland tartan has become an integral part of British heritage, celebrating the rich tradition of Scottish textiles while reflecting the modern needs of a forward-thinking educational institution.",7684
